val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.025656,0.637988,0.025656,0.000020,0.665323,9.000000,
0.277730,0.604168,0.277730,0.000018,0.605906,18.000000,
0.053257,0.698902,0.277730,0.000016,0.635257,27.000000,
0.000000,0.769494,0.277730,0.000014,0.727170,36.000000,
0.000000,0.749753,0.277730,0.000012,0.597721,45.000000,
0.000000,0.662708,0.277730,0.000010,0.643647,54.000000,
0.000000,0.674750,0.277730,0.000008,0.634145,63.000000,
0.000000,0.694802,0.277730,0.000006,0.614488,72.000000,
0.000000,0.690295,0.277730,0.000003,0.615192,81.000000,
0.000000,0.681017,0.277730,0.000001,0.612778,90.000000,
0.000000,0.678661,0.277730,0.000000,0.659090,96.000000,
