val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.761614,0.471014,0.000020,0.714625,9.000000,
0.471014,0.724105,0.471014,0.000018,0.708599,18.000000,
0.594203,0.712339,0.594203,0.000016,0.693776,27.000000,
0.637681,0.666281,0.637681,0.000014,0.686887,36.000000,
0.608696,0.664602,0.637681,0.000012,0.642574,45.000000,
0.608696,0.643181,0.637681,0.000010,0.643034,54.000000,
0.630435,0.601420,0.637681,0.000008,0.590576,63.000000,
0.623188,0.633067,0.637681,0.000006,0.542628,72.000000,
0.623188,0.616109,0.637681,0.000003,0.525998,81.000000,
0.637681,0.616429,0.637681,0.000001,0.501567,90.000000,
0.623188,0.618287,0.637681,0.000000,0.485503,96.000000,
