val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.773711,0.471014,0.000020,0.722817,9.000000,
0.471014,0.792151,0.471014,0.000018,0.682438,18.000000,
0.471014,0.690945,0.471014,0.000016,0.675872,27.000000,
0.608696,0.701330,0.608696,0.000014,0.683796,36.000000,
0.579710,0.754802,0.608696,0.000012,0.643768,45.000000,
0.557971,0.679917,0.608696,0.000010,0.617307,54.000000,
0.601449,0.703322,0.608696,0.000008,0.637321,63.000000,
0.637681,0.659354,0.637681,0.000006,0.592594,72.000000,
0.644928,0.664799,0.644928,0.000003,0.571398,81.000000,
0.630435,0.658230,0.644928,0.000001,0.548594,90.000000,
0.630435,0.656926,0.644928,0.000000,0.533403,96.000000,
