val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.983960,0.471014,0.000020,0.856075,9.000000,
0.528986,0.624270,0.528986,0.000018,0.727835,18.000000,
0.601449,0.679553,0.601449,0.000016,0.726726,27.000000,
0.572464,0.684254,0.601449,0.000014,0.695577,36.000000,
0.644928,0.652859,0.644928,0.000012,0.678333,45.000000,
0.637681,0.584449,0.644928,0.000010,0.669024,54.000000,
0.637681,0.595095,0.644928,0.000008,0.658579,63.000000,
0.637681,0.584284,0.644928,0.000006,0.627746,72.000000,
0.637681,0.563154,0.644928,0.000003,0.557762,81.000000,
0.637681,0.564413,0.644928,0.000001,0.576871,90.000000,
0.644928,0.563151,0.644928,0.000000,0.548074,96.000000,
