val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.680015,0.019381,0.000020,0.687984,1.000000,
0.098021,0.676452,0.098021,0.000018,0.518784,2.000000,
0.098021,0.676452,0.098021,0.000016,0.868200,3.000000,
0.063094,0.741857,0.098021,0.000015,0.907485,4.000000,
0.098159,0.669466,0.098159,0.000013,0.715049,5.000000,
0.051611,0.666589,0.098159,0.000011,0.621473,6.000000,
0.036353,0.691352,0.098159,0.000009,0.564859,7.000000,
0.036353,0.713873,0.098159,0.000007,0.306871,8.000000,
0.044610,0.711602,0.098159,0.000005,0.539014,9.000000,
0.070735,0.706782,0.098159,0.000004,0.316197,10.000000,
0.073565,0.679353,0.098159,0.000002,0.615043,11.000000,
0.073565,0.679353,0.098159,0.000000,0.138781,12.000000,
