val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.680015,0.019381,0.000020,0.612433,1.000000,
0.003057,0.642293,0.019381,0.000018,0.710360,2.000000,
0.003057,0.642293,0.019381,0.000016,0.554477,3.000000,
0.149831,0.703610,0.149831,0.000015,0.738617,4.000000,
0.099240,0.771252,0.149831,0.000013,0.703356,5.000000,
0.099240,0.771252,0.149831,0.000011,0.830984,6.000000,
0.204908,0.657662,0.204908,0.000009,0.948955,7.000000,
0.201267,0.628259,0.204908,0.000007,0.664336,8.000000,
0.106060,0.628384,0.204908,0.000005,0.565302,9.000000,
0.174504,0.632219,0.204908,0.000004,0.566516,10.000000,
0.147197,0.635593,0.204908,0.000002,0.557151,11.000000,
0.147197,0.639430,0.204908,0.000000,0.636172,12.000000,
