val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.656330,0.528986,0.000020,0.715192,9.000000,
0.471014,0.749397,0.528986,0.000018,0.716298,18.000000,
0.471014,0.890091,0.528986,0.000016,0.718880,27.000000,
0.528986,0.772064,0.528986,0.000014,0.711474,36.000000,
0.550725,0.795514,0.550725,0.000012,0.697444,45.000000,
0.550725,0.640900,0.550725,0.000010,0.732191,54.000000,
0.528986,0.709001,0.550725,0.000008,0.697641,63.000000,
0.449275,0.701335,0.550725,0.000006,0.728345,72.000000,
0.528986,0.668694,0.550725,0.000003,0.722144,81.000000,
0.528986,0.666555,0.550725,0.000001,0.732963,90.000000,
0.528986,0.685079,0.550725,0.000000,0.712828,96.000000,
