val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.643238,0.528986,0.000020,0.723497,9.000000,
0.528986,0.654802,0.528986,0.000018,0.717516,18.000000,
0.528986,0.675807,0.528986,0.000016,0.723146,27.000000,
0.471014,0.726852,0.528986,0.000014,0.709330,36.000000,
0.637681,0.677812,0.637681,0.000012,0.675351,45.000000,
0.557971,0.661547,0.637681,0.000010,0.684446,54.000000,
0.492754,0.728723,0.637681,0.000008,0.696862,63.000000,
0.615942,0.643344,0.637681,0.000006,0.625281,72.000000,
0.666667,0.625770,0.666667,0.000003,0.612400,81.000000,
0.637681,0.637301,0.666667,0.000001,0.627711,90.000000,
0.637681,0.636710,0.666667,0.000000,0.599851,96.000000,
