val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.679374,1.000000,
0.471014,1.035435,0.471014,0.000018,0.918157,2.000000,
0.471014,0.917130,0.471014,0.000016,0.895622,3.000000,
0.471014,0.874012,0.471014,0.000015,0.634065,4.000000,
0.478261,0.852353,0.478261,0.000013,0.626244,5.000000,
0.478261,0.807219,0.478261,0.000011,0.751785,6.000000,
0.485507,0.755017,0.485507,0.000009,0.707296,7.000000,
0.471014,0.740461,0.485507,0.000007,0.663924,8.000000,
0.471014,0.740461,0.485507,0.000005,0.650908,9.000000,
0.485507,0.743261,0.485507,0.000004,0.634099,10.000000,
0.492754,0.733162,0.492754,0.000002,0.681454,11.000000,
0.456522,0.728475,0.492754,0.000000,0.677472,12.000000,
