val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.697367,1.000000,
0.471014,0.757128,0.471014,0.000018,0.706415,2.000000,
0.471014,0.716663,0.471014,0.000016,0.680772,3.000000,
0.471014,0.719595,0.471014,0.000015,0.616350,4.000000,
0.471014,0.848809,0.471014,0.000013,0.728522,5.000000,
0.478261,0.819165,0.478261,0.000011,0.676326,6.000000,
0.478261,0.906403,0.478261,0.000009,0.695576,7.000000,
0.478261,0.938480,0.478261,0.000007,0.554116,8.000000,
0.521739,0.952450,0.521739,0.000005,0.718282,9.000000,
0.521739,0.952450,0.521739,0.000004,0.492902,10.000000,
0.528986,0.942007,0.528986,0.000002,0.640140,11.000000,
0.528986,0.942007,0.528986,0.000000,0.569622,12.000000,
