val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.706136,0.000000,0.000020,0.746054,9.000000,
0.166375,0.754181,0.166375,0.000018,0.628510,18.000000,
0.448448,0.559109,0.448448,0.000016,0.461264,27.000000,
0.395636,0.702209,0.448448,0.000014,0.364202,36.000000,
0.425546,0.733932,0.448448,0.000012,0.250137,45.000000,
0.413352,0.634371,0.448448,0.000010,0.301740,54.000000,
0.417902,0.666222,0.448448,0.000008,0.281909,63.000000,
0.413723,0.801120,0.448448,0.000006,0.169035,72.000000,
0.436712,0.773557,0.448448,0.000003,0.149687,81.000000,
0.431553,0.808389,0.448448,0.000001,0.161881,90.000000,
0.425865,0.819804,0.448448,0.000000,0.096434,96.000000,
