val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.812140,0.811057,0.811599,2.886900,0.811057,0.000020,5.183618,9.000000,
0.837436,0.844215,0.840825,1.026768,0.844215,0.000018,1.578492,18.000000,
0.860846,0.856583,0.858715,0.674530,0.856583,0.000016,0.744492,27.000000,
0.868500,0.867446,0.867973,0.672497,0.867446,0.000014,0.625104,36.000000,
0.872816,0.871654,0.872235,0.967048,0.871654,0.000012,0.511783,45.000000,
0.871455,0.870066,0.870761,0.595933,0.871654,0.000010,0.717970,54.000000,
0.878134,0.875498,0.876816,0.544774,0.875498,0.000008,0.572722,63.000000,
0.879933,0.877565,0.878749,0.592451,0.877565,0.000006,0.368133,72.000000,
0.880642,0.878961,0.879801,0.569432,0.878961,0.000003,0.338623,81.000000,
0.882638,0.880665,0.881651,0.566093,0.880665,0.000001,0.321919,90.000000,
0.882759,0.880859,0.881809,0.570154,0.880859,0.000000,0.340345,96.000000,
