val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.064912,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,4.074028,2.000000,
0.369864,0.356897,0.363380,2.942994,0.460947,0.000016,3.020792,3.000000,
0.369864,0.356897,0.363380,2.942994,0.460947,0.000015,5.112102,4.000000,
0.357522,0.297622,0.327572,2.902483,0.460947,0.000013,4.565386,5.000000,
0.352653,0.262505,0.307579,2.860045,0.460947,0.000011,2.609929,6.000000,
0.354496,0.264767,0.309631,2.818350,0.460947,0.000009,3.078436,7.000000,
0.357464,0.281526,0.319495,2.782863,0.460947,0.000007,2.106688,8.000000,
0.360852,0.294083,0.327468,2.752173,0.460947,0.000005,3.011627,9.000000,
0.364799,0.308026,0.336413,2.728816,0.460947,0.000004,2.346214,10.000000,
0.367581,0.316905,0.342243,2.713272,0.460947,0.000002,4.104194,11.000000,
0.368939,0.322451,0.345695,2.705710,0.460947,0.000000,2.314795,12.000000,
