val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.688307,0.019381,0.000020,0.581295,9.000000,
0.087594,0.632220,0.087594,0.000018,0.630224,18.000000,
0.200527,0.605344,0.200527,0.000016,0.558419,27.000000,
0.331162,0.585558,0.331162,0.000014,0.495363,36.000000,
0.395227,0.557332,0.395227,0.000012,0.476304,45.000000,
0.327738,0.639252,0.395227,0.000010,0.426984,54.000000,
0.412686,0.582122,0.412686,0.000008,0.442259,63.000000,
0.415018,0.555798,0.415018,0.000006,0.312530,72.000000,
0.423785,0.579396,0.423785,0.000003,0.303583,81.000000,
0.394239,0.607867,0.423785,0.000001,0.246313,90.000000,
0.400253,0.605260,0.423785,0.000000,0.260495,96.000000,
