val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.019381,0.926159,-0.019381,0.000020,0.900437,1.000000,
-0.055439,0.819266,-0.019381,0.000018,0.970128,2.000000,
-0.055439,0.819266,-0.019381,0.000016,0.841642,3.000000,
-0.055439,0.819266,-0.019381,0.000015,0.850767,4.000000,
-0.028118,0.748698,-0.019381,0.000013,0.858366,5.000000,
-0.098183,0.714957,-0.019381,0.000011,0.789545,6.000000,
-0.006172,0.700679,-0.006172,0.000009,0.685189,7.000000,
0.011772,0.698189,0.011772,0.000007,0.772421,8.000000,
0.021843,0.693251,0.021843,0.000005,0.636400,9.000000,
-0.020425,0.690537,0.021843,0.000004,0.663126,10.000000,
-0.030439,0.688561,0.021843,0.000002,0.582138,11.000000,
-0.019735,0.687407,0.021843,0.000000,0.731616,12.000000,
