val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.586957,0.678034,0.586957,0.000020,0.741308,9.000000,
0.471014,0.731459,0.586957,0.000018,0.724526,18.000000,
0.528986,0.685592,0.586957,0.000016,0.734759,27.000000,
0.528986,0.660013,0.586957,0.000014,0.738841,36.000000,
0.507246,0.688955,0.586957,0.000012,0.692234,45.000000,
0.528986,0.671105,0.586957,0.000010,0.707024,54.000000,
0.463768,0.734712,0.586957,0.000008,0.730713,63.000000,
0.463768,0.741002,0.586957,0.000006,0.727535,72.000000,
0.492754,0.706511,0.586957,0.000003,0.706491,81.000000,
0.528986,0.682150,0.586957,0.000001,0.704229,90.000000,
0.507246,0.686360,0.586957,0.000000,0.719520,96.000000,
