val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.011235,0.771544,-0.011235,0.000020,0.678576,1.000000,
-0.030194,0.762944,-0.011235,0.000018,0.578832,2.000000,
-0.013656,0.743584,-0.011235,0.000016,0.776461,3.000000,
-0.013656,0.743584,-0.011235,0.000015,0.670125,4.000000,
-0.013656,0.743584,-0.011235,0.000013,0.491955,5.000000,
0.009157,0.744822,0.009157,0.000011,0.435019,6.000000,
0.019381,0.744249,0.019381,0.000009,0.630545,7.000000,
0.025656,0.709651,0.025656,0.000007,0.812016,8.000000,
0.104592,0.706838,0.104592,0.000005,0.488815,9.000000,
0.138426,0.697979,0.138426,0.000004,0.505659,10.000000,
0.075144,0.686291,0.138426,0.000002,0.483805,11.000000,
0.108419,0.680055,0.138426,0.000000,0.509680,12.000000,
