val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.432498,0.719819,0.576159,1.969183,0.719819,0.000020,2.529042,9.000000,
0.616930,0.817076,0.717003,1.565837,0.817076,0.000018,2.107810,18.000000,
0.708048,0.831582,0.769815,1.225300,0.831582,0.000016,1.873598,27.000000,
0.773431,0.803441,0.788436,1.021098,0.831582,0.000014,1.270637,36.000000,
0.752569,0.844960,0.798765,1.005440,0.844960,0.000012,0.993731,45.000000,
0.808967,0.847820,0.828394,0.823328,0.847820,0.000010,0.974675,54.000000,
0.801241,0.851236,0.826239,0.851209,0.851236,0.000008,0.942819,63.000000,
0.818501,0.862714,0.840608,0.772658,0.862714,0.000006,0.660635,72.000000,
0.833318,0.862096,0.847707,0.717297,0.862714,0.000003,0.718748,81.000000,
0.828700,0.860812,0.844756,0.737330,0.862714,0.000001,0.670405,90.000000,
0.828206,0.860978,0.844592,0.740651,0.862714,0.000000,0.644690,96.000000,
