val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.626931,0.543478,0.000020,0.720166,9.000000,
0.471014,0.814362,0.543478,0.000018,0.722426,18.000000,
0.471014,0.774954,0.543478,0.000016,0.730230,27.000000,
0.528986,0.676867,0.543478,0.000014,0.712875,36.000000,
0.471014,0.755181,0.543478,0.000012,0.710101,45.000000,
0.528986,0.650763,0.543478,0.000010,0.727547,54.000000,
0.471014,0.728114,0.543478,0.000008,0.713961,63.000000,
0.471014,0.706275,0.543478,0.000006,0.716311,72.000000,
0.528986,0.690293,0.543478,0.000003,0.694872,81.000000,
0.528986,0.688455,0.543478,0.000001,0.705402,90.000000,
0.528986,0.686965,0.543478,0.000000,0.720032,96.000000,
