val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.678453,0.000000,0.000020,0.652281,9.000000,
0.000000,0.665596,0.000000,0.000018,0.643821,18.000000,
0.000000,0.668256,0.000000,0.000016,0.653738,27.000000,
0.000000,0.668657,0.000000,0.000014,0.621697,36.000000,
0.000000,0.680065,0.000000,0.000012,0.632485,45.000000,
0.000000,0.684518,0.000000,0.000010,0.605364,54.000000,
0.000000,0.664906,0.000000,0.000008,0.660511,63.000000,
0.000000,0.670376,0.000000,0.000006,0.646186,72.000000,
0.000000,0.677522,0.000000,0.000003,0.613708,81.000000,
0.000000,0.677256,0.000000,0.000001,0.601712,90.000000,
0.000000,0.679750,0.000000,0.000000,0.630372,96.000000,
