val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000020,11.256836,1.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000018,11.746094,2.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000016,11.283032,3.000000,
0.471345,0.461179,0.466262,3.441649,0.461179,0.000015,5.891036,4.000000,
0.564917,0.548758,0.556838,1.720855,0.548758,0.000013,4.777415,5.000000,
0.653083,0.659781,0.656432,2.212686,0.659781,0.000011,1.836962,6.000000,
0.722096,0.736948,0.729522,2.247489,0.736948,0.000009,1.765705,7.000000,
0.769192,0.777894,0.773543,2.034458,0.777894,0.000007,1.814043,8.000000,
0.792073,0.793094,0.792584,1.700685,0.793094,0.000005,1.545002,9.000000,
0.798332,0.796070,0.797201,1.436981,0.796070,0.000004,1.100156,10.000000,
0.802326,0.799295,0.800810,1.305737,0.799295,0.000002,1.373893,11.000000,
0.802780,0.799736,0.801258,1.268928,0.799736,0.000000,1.659041,12.000000,
