val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.615113,0.528986,0.000020,0.780423,9.000000,
0.550725,0.602296,0.550725,0.000018,0.661379,18.000000,
0.666667,0.528680,0.666667,0.000016,0.695193,27.000000,
0.717391,0.514546,0.717391,0.000014,0.607179,36.000000,
0.681159,0.541430,0.717391,0.000012,0.478813,45.000000,
0.652174,0.701158,0.717391,0.000010,0.399998,54.000000,
0.688406,0.599579,0.717391,0.000008,0.602134,63.000000,
0.681159,0.574370,0.717391,0.000006,0.295857,72.000000,
0.695652,0.588024,0.717391,0.000003,0.234396,81.000000,
0.702899,0.607392,0.717391,0.000001,0.256539,90.000000,
0.702899,0.610476,0.717391,0.000000,0.249337,96.000000,
