val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.913405,0.000000,0.000020,0.820405,9.000000,
0.198255,0.620215,0.198255,0.000018,0.733396,18.000000,
0.469338,0.535020,0.469338,0.000016,0.557759,27.000000,
0.424940,0.540533,0.469338,0.000014,0.476444,36.000000,
0.486976,0.591630,0.486976,0.000012,0.322606,45.000000,
0.458082,0.604478,0.486976,0.000010,0.360924,54.000000,
0.404341,0.780215,0.486976,0.000008,0.315663,63.000000,
0.488009,0.565834,0.488009,0.000006,0.159634,72.000000,
0.474672,0.678900,0.488009,0.000003,0.149072,81.000000,
0.474672,0.725297,0.488009,0.000001,0.110098,90.000000,
0.474672,0.716626,0.488009,0.000000,0.252154,96.000000,
