val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.639601,0.528986,0.000020,0.734723,9.000000,
0.630435,0.619821,0.630435,0.000018,0.700554,18.000000,
0.601449,0.561314,0.630435,0.000016,0.648970,27.000000,
0.623188,0.574627,0.630435,0.000014,0.608168,36.000000,
0.594203,0.683010,0.630435,0.000012,0.524910,45.000000,
0.637681,0.598554,0.637681,0.000010,0.556329,54.000000,
0.673913,0.566415,0.673913,0.000008,0.511163,63.000000,
0.652174,0.565477,0.673913,0.000006,0.432901,72.000000,
0.659420,0.600480,0.673913,0.000003,0.323520,81.000000,
0.637681,0.617098,0.673913,0.000001,0.308793,90.000000,
0.652174,0.616949,0.673913,0.000000,0.280708,96.000000,
