val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.661123,0.500000,0.000020,0.692215,1.000000,
0.471014,1.306041,0.500000,0.000018,0.711808,2.000000,
0.471014,1.258640,0.500000,0.000016,0.878947,3.000000,
0.471014,0.977201,0.500000,0.000015,0.968646,4.000000,
0.528986,0.695695,0.528986,0.000013,0.720876,5.000000,
0.543478,0.655512,0.543478,0.000011,0.571794,6.000000,
0.543478,0.665402,0.543478,0.000009,0.587922,7.000000,
0.492754,0.698437,0.543478,0.000007,0.746976,8.000000,
0.485507,0.765779,0.543478,0.000005,0.561244,9.000000,
0.492754,0.791007,0.543478,0.000004,0.572468,10.000000,
0.500000,0.789211,0.543478,0.000002,0.556800,11.000000,
0.500000,0.790701,0.543478,0.000000,0.411126,12.000000,
