val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.026326,0.685364,-0.026326,0.000020,0.855672,9.000000,
0.000000,0.677521,0.000000,0.000018,0.638637,18.000000,
0.000000,0.636688,0.000000,0.000016,0.610205,27.000000,
0.000000,0.634608,0.000000,0.000014,0.579442,36.000000,
0.351509,0.564154,0.351509,0.000012,0.541725,45.000000,
0.423880,0.561244,0.423880,0.000010,0.512728,54.000000,
0.462023,0.538092,0.462023,0.000008,0.438570,63.000000,
0.452826,0.585685,0.462023,0.000006,0.378100,72.000000,
0.467516,0.562568,0.467516,0.000003,0.317648,81.000000,
0.435416,0.618395,0.467516,0.000001,0.316096,90.000000,
0.435302,0.627742,0.467516,0.000000,0.326059,96.000000,
