val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000020,11.131937,1.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000018,11.587412,2.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000016,10.069700,3.000000,
0.412386,0.399285,0.405835,3.481266,0.399285,0.000015,13.665705,4.000000,
0.519259,0.492446,0.505852,1.796743,0.492446,0.000013,4.138033,5.000000,
0.609777,0.603819,0.606798,2.609656,0.603819,0.000011,2.001673,6.000000,
0.703121,0.730466,0.716794,2.902654,0.730466,0.000009,2.688483,7.000000,
0.745481,0.773082,0.759281,2.725680,0.773082,0.000007,4.141522,8.000000,
0.769585,0.786240,0.777913,2.318867,0.786240,0.000005,2.678489,9.000000,
0.779716,0.784252,0.781984,1.957071,0.786240,0.000004,2.126201,10.000000,
0.782603,0.780110,0.781357,1.737057,0.786240,0.000002,1.313871,11.000000,
0.782126,0.776785,0.779455,1.646834,0.786240,0.000000,1.532781,12.000000,
