val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.543478,0.616260,0.543478,0.000020,0.707376,9.000000,
0.601449,0.583616,0.601449,0.000018,0.756320,18.000000,
0.615942,0.564318,0.615942,0.000016,0.699929,27.000000,
0.478261,0.822702,0.615942,0.000014,0.631759,36.000000,
0.666667,0.543444,0.666667,0.000012,0.597671,45.000000,
0.681159,0.547384,0.681159,0.000010,0.561434,54.000000,
0.681159,0.584646,0.681159,0.000008,0.459601,63.000000,
0.666667,0.607003,0.681159,0.000006,0.336144,72.000000,
0.659420,0.625626,0.681159,0.000003,0.314627,81.000000,
0.673913,0.612719,0.681159,0.000001,0.361156,90.000000,
0.681159,0.611546,0.681159,0.000000,0.350341,96.000000,
