val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.609894,1.000000,
-0.011235,0.669004,0.004004,0.000018,0.635653,2.000000,
-0.023224,0.672951,0.004004,0.000016,0.635718,3.000000,
-0.033252,0.666712,0.004004,0.000015,0.697265,4.000000,
0.008078,0.659154,0.008078,0.000013,0.584708,5.000000,
0.026170,0.656478,0.026170,0.000011,0.466456,6.000000,
0.025415,0.655302,0.026170,0.000009,0.557602,7.000000,
0.049490,0.653759,0.049490,0.000007,0.511460,8.000000,
0.064215,0.652033,0.064215,0.000005,0.589588,9.000000,
0.078183,0.649262,0.078183,0.000004,0.477970,10.000000,
0.078183,0.647210,0.078183,0.000002,0.398310,11.000000,
0.087594,0.647163,0.087594,0.000000,0.490819,12.000000,
