val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.777842,0.000000,0.000020,0.670110,9.000000,
0.025656,0.672623,0.025656,0.000018,0.636447,18.000000,
0.000000,0.695919,0.025656,0.000016,0.648690,27.000000,
0.000000,0.708687,0.025656,0.000014,0.652916,36.000000,
0.000000,0.661765,0.025656,0.000012,0.639389,45.000000,
0.000000,0.682320,0.025656,0.000010,0.618978,54.000000,
0.000000,0.721808,0.025656,0.000008,0.612126,63.000000,
0.000000,0.697791,0.025656,0.000006,0.595382,72.000000,
0.000000,0.670797,0.025656,0.000003,0.642479,81.000000,
0.000000,0.666226,0.025656,0.000001,0.613167,90.000000,
0.000000,0.666292,0.025656,0.000000,0.613547,96.000000,
