val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.685002,0.000000,0.000020,0.642292,9.000000,
0.000000,0.690643,0.000000,0.000018,0.611247,18.000000,
0.165897,0.629374,0.165897,0.000016,0.603962,27.000000,
0.251250,0.618774,0.251250,0.000014,0.576371,36.000000,
0.339558,0.612247,0.339558,0.000012,0.475846,45.000000,
0.429917,0.557296,0.429917,0.000010,0.403922,54.000000,
0.419097,0.631424,0.429917,0.000008,0.384756,63.000000,
0.441453,0.605378,0.441453,0.000006,0.325400,72.000000,
0.474545,0.585284,0.474545,0.000003,0.267129,81.000000,
0.469140,0.615092,0.474545,0.000001,0.279379,90.000000,
0.463772,0.621823,0.474545,0.000000,0.254288,96.000000,
