val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.921222,0.471014,0.000020,0.710556,9.000000,
0.528986,0.690590,0.528986,0.000018,0.760393,18.000000,
0.471014,0.698252,0.528986,0.000016,0.725396,27.000000,
0.471014,0.827384,0.528986,0.000014,0.715342,36.000000,
0.471014,0.716964,0.528986,0.000012,0.724931,45.000000,
0.528986,0.688157,0.528986,0.000010,0.704730,54.000000,
0.528986,0.673608,0.528986,0.000008,0.706977,63.000000,
0.471014,0.696013,0.528986,0.000006,0.702545,72.000000,
0.471014,0.719604,0.528986,0.000003,0.685990,81.000000,
0.471014,0.733344,0.528986,0.000001,0.695896,90.000000,
0.471014,0.730145,0.528986,0.000000,0.717405,96.000000,
