val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.781727,0.774643,0.778185,1.985301,0.774643,0.000020,5.666886,9.000000,
0.848650,0.855593,0.852121,0.810149,0.855593,0.000018,1.209010,18.000000,
0.872939,0.869926,0.871432,0.580512,0.869926,0.000016,0.818220,27.000000,
0.873447,0.871681,0.872564,0.958892,0.871681,0.000014,0.784745,36.000000,
0.877767,0.875950,0.876858,0.688016,0.875950,0.000012,0.568180,45.000000,
0.880854,0.879196,0.880025,0.532291,0.879196,0.000010,0.569905,54.000000,
0.881428,0.880754,0.881091,0.569097,0.880754,0.000008,0.524636,63.000000,
0.880173,0.878347,0.879260,0.600378,0.880754,0.000006,0.312803,72.000000,
0.881757,0.880046,0.880901,0.541688,0.880754,0.000003,0.293118,81.000000,
0.883491,0.881090,0.882290,0.574405,0.881090,0.000001,0.296865,90.000000,
0.883544,0.880889,0.882217,0.549328,0.881090,0.000000,0.259209,96.000000,
