val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.806366,0.471014,0.000020,0.749733,9.000000,
0.528986,0.641334,0.528986,0.000018,0.717531,18.000000,
0.463768,0.730754,0.528986,0.000016,0.724679,27.000000,
0.471014,0.701079,0.528986,0.000014,0.720696,36.000000,
0.528986,0.673852,0.528986,0.000012,0.709813,45.000000,
0.528986,0.692513,0.528986,0.000010,0.713274,54.000000,
0.471014,0.700769,0.528986,0.000008,0.698872,63.000000,
0.471014,0.719285,0.528986,0.000006,0.715923,72.000000,
0.471014,0.695411,0.528986,0.000003,0.718496,81.000000,
0.528986,0.655139,0.528986,0.000001,0.697222,90.000000,
0.528986,0.655288,0.528986,0.000000,0.722739,96.000000,
