val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.898406,0.000000,0.000020,0.814819,9.000000,
0.232619,0.817629,0.232619,0.000018,0.525652,18.000000,
0.426529,0.550707,0.426529,0.000016,0.571966,27.000000,
0.362858,0.691654,0.426529,0.000014,0.462109,36.000000,
0.427106,0.580068,0.427106,0.000012,0.306760,45.000000,
0.413723,0.815193,0.427106,0.000010,0.275258,54.000000,
0.442355,0.652937,0.442355,0.000008,0.257048,63.000000,
0.440960,0.706916,0.442355,0.000006,0.215105,72.000000,
0.446712,0.771028,0.446712,0.000003,0.136230,81.000000,
0.446883,0.854842,0.446883,0.000001,0.073840,90.000000,
0.446883,0.879820,0.446883,0.000000,0.098234,96.000000,
