val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.019381,0.926159,-0.019381,0.000020,0.902404,1.000000,
-0.088426,0.809570,-0.019381,0.000018,0.923109,2.000000,
-0.057928,0.724422,-0.019381,0.000016,0.814745,3.000000,
-0.057928,0.724422,-0.019381,0.000015,0.745271,4.000000,
0.012155,0.696262,0.012155,0.000013,0.698691,5.000000,
0.027087,0.685364,0.027087,0.000011,0.732524,6.000000,
0.061657,0.681265,0.061657,0.000009,0.678299,7.000000,
-0.003901,0.679985,0.061657,0.000007,0.811762,8.000000,
0.008078,0.677444,0.061657,0.000005,0.534007,9.000000,
0.017831,0.676920,0.061657,0.000004,0.680309,10.000000,
0.030192,0.676138,0.061657,0.000002,0.701444,11.000000,
0.005679,0.675614,0.061657,0.000000,0.633918,12.000000,
