val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000020,7.595839,1.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000018,9.999260,2.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000016,6.940620,3.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000015,9.648726,4.000000,
0.534723,0.528186,0.531454,2.374377,0.528186,0.000013,10.192064,5.000000,
0.588293,0.582011,0.585152,1.953988,0.582011,0.000011,2.545832,6.000000,
0.700757,0.725832,0.713295,2.303486,0.725832,0.000009,1.764309,7.000000,
0.755119,0.781257,0.768188,2.329617,0.781257,0.000007,1.892086,8.000000,
0.782427,0.798710,0.790569,2.090276,0.798710,0.000005,1.548630,9.000000,
0.792684,0.801254,0.796969,1.833749,0.801254,0.000004,1.066904,10.000000,
0.796465,0.800536,0.798501,1.676501,0.801254,0.000002,1.602471,11.000000,
0.798065,0.800416,0.799241,1.616456,0.801254,0.000000,1.027638,12.000000,
