val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.778027,0.000000,0.000020,0.792834,9.000000,
0.227871,0.690527,0.227871,0.000018,0.604281,18.000000,
0.477169,0.500153,0.477169,0.000016,0.519640,27.000000,
0.398230,0.604294,0.477169,0.000014,0.477634,36.000000,
0.460788,0.643262,0.477169,0.000012,0.295277,45.000000,
0.480242,0.619311,0.480242,0.000010,0.352486,54.000000,
0.474985,0.621679,0.480242,0.000008,0.279079,63.000000,
0.441024,0.758835,0.480242,0.000006,0.161823,72.000000,
0.463477,0.761786,0.480242,0.000003,0.112519,81.000000,
0.480100,0.762925,0.480242,0.000001,0.138663,90.000000,
0.491000,0.763323,0.491000,0.000000,0.098381,96.000000,
