val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.017420,0.688520,0.017420,0.000020,0.667862,1.000000,
0.030192,0.670438,0.030192,0.000018,0.715665,2.000000,
-0.029326,0.663669,0.030192,0.000016,0.638415,3.000000,
-0.041514,0.665774,0.030192,0.000015,0.455699,4.000000,
-0.029326,0.676083,0.030192,0.000013,0.569727,5.000000,
0.025656,0.680130,0.030192,0.000011,0.613365,6.000000,
0.058901,0.684454,0.058901,0.000009,0.409299,7.000000,
0.066270,0.682660,0.066270,0.000007,0.423165,8.000000,
0.070735,0.690721,0.070735,0.000005,0.406510,9.000000,
0.046251,0.688493,0.070735,0.000004,0.421020,10.000000,
0.046251,0.688493,0.070735,0.000002,0.600658,11.000000,
0.046251,0.687418,0.070735,0.000000,0.646282,12.000000,
