val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.675143,0.557971,0.000020,0.725336,1.000000,
0.471014,0.838555,0.557971,0.000018,0.738838,2.000000,
0.471014,1.129034,0.557971,0.000016,0.679570,3.000000,
0.471014,1.286991,0.557971,0.000015,0.606829,4.000000,
0.471014,1.097472,0.557971,0.000013,0.759994,5.000000,
0.485507,0.832001,0.557971,0.000011,0.748177,6.000000,
0.507246,0.703066,0.557971,0.000009,0.530398,7.000000,
0.528986,0.678117,0.557971,0.000007,0.633644,8.000000,
0.536232,0.675016,0.557971,0.000005,0.562630,9.000000,
0.521739,0.688407,0.557971,0.000004,0.506065,10.000000,
0.478261,0.700521,0.557971,0.000002,0.483423,11.000000,
0.478261,0.705717,0.557971,0.000000,0.584352,12.000000,
