val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.709133,1.000000,
0.471014,0.786287,0.471014,0.000018,0.629404,2.000000,
0.471014,0.779073,0.471014,0.000016,0.736092,3.000000,
0.471014,0.771542,0.471014,0.000015,1.034576,4.000000,
0.471014,0.764395,0.471014,0.000013,0.708575,5.000000,
0.471014,0.761278,0.471014,0.000011,0.713100,6.000000,
0.471014,0.758011,0.471014,0.000009,0.741987,7.000000,
0.471014,0.755153,0.471014,0.000007,0.577454,8.000000,
0.471014,0.752765,0.471014,0.000005,0.689115,9.000000,
0.471014,0.750709,0.471014,0.000004,0.691494,10.000000,
0.471014,0.749608,0.471014,0.000002,0.726625,11.000000,
0.471014,0.749329,0.471014,0.000000,0.591813,12.000000,
