val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.557971,0.629725,0.557971,0.000020,0.740160,9.000000,
0.615942,0.593319,0.615942,0.000018,0.685004,18.000000,
0.594203,0.631256,0.615942,0.000016,0.625150,27.000000,
0.623188,0.593996,0.623188,0.000014,0.602277,36.000000,
0.623188,0.562314,0.623188,0.000012,0.469803,45.000000,
0.623188,0.619590,0.623188,0.000010,0.453329,54.000000,
0.630435,0.641231,0.630435,0.000008,0.438730,63.000000,
0.601449,0.696358,0.630435,0.000006,0.289422,72.000000,
0.623188,0.718973,0.630435,0.000003,0.225690,81.000000,
0.601449,0.749188,0.630435,0.000001,0.265302,90.000000,
0.615942,0.741758,0.630435,0.000000,0.212624,96.000000,
