val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.716421,1.000000,
0.471014,0.830260,0.471014,0.000018,0.640122,2.000000,
0.471014,0.853665,0.471014,0.000016,0.682880,3.000000,
0.471014,0.958900,0.471014,0.000015,0.813507,4.000000,
0.471014,0.944540,0.471014,0.000013,0.707008,5.000000,
0.471014,0.999088,0.471014,0.000011,0.611475,6.000000,
0.456522,0.979293,0.471014,0.000009,0.631976,7.000000,
0.463768,0.962976,0.471014,0.000007,0.496294,8.000000,
0.456522,1.006490,0.471014,0.000005,0.441346,9.000000,
0.442029,0.985466,0.471014,0.000004,0.582448,10.000000,
0.492754,0.960245,0.492754,0.000002,0.489666,11.000000,
0.492754,0.960245,0.492754,0.000000,0.619193,12.000000,
