val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000020,7.435737,1.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000018,7.342618,2.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000016,9.711115,3.000000,
0.565635,0.565869,0.565752,2.420800,0.565869,0.000015,9.515991,4.000000,
0.640792,0.647391,0.644091,1.927238,0.647391,0.000013,3.017638,5.000000,
0.721128,0.737537,0.729333,2.503500,0.737537,0.000011,2.233352,6.000000,
0.770220,0.778222,0.774221,2.356403,0.778222,0.000009,2.680009,7.000000,
0.785465,0.786060,0.785763,2.031844,0.786060,0.000007,1.253213,8.000000,
0.787520,0.786631,0.787076,1.670036,0.786631,0.000005,1.496727,9.000000,
0.780822,0.782289,0.781555,1.389793,0.786631,0.000004,1.235206,10.000000,
0.781524,0.785020,0.783272,1.270228,0.786631,0.000002,1.197332,11.000000,
0.781411,0.785936,0.783674,1.220022,0.786631,0.000000,1.808627,12.000000,
