val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.463768,0.776383,0.463768,0.000020,0.781127,1.000000,
0.471014,0.765960,0.471014,0.000018,0.716847,2.000000,
0.463768,0.756277,0.471014,0.000016,0.759834,3.000000,
0.463768,0.748675,0.471014,0.000015,0.792310,4.000000,
0.456522,0.742002,0.471014,0.000013,0.717269,5.000000,
0.456522,0.736232,0.471014,0.000011,0.686450,6.000000,
0.456522,0.732673,0.471014,0.000009,0.721230,7.000000,
0.456522,0.728991,0.471014,0.000007,0.851900,8.000000,
0.456522,0.725210,0.471014,0.000005,0.680008,9.000000,
0.456522,0.722167,0.471014,0.000004,0.675708,10.000000,
0.442029,0.719369,0.471014,0.000002,0.704904,11.000000,
0.427536,0.718102,0.471014,0.000000,0.576470,12.000000,
